area_code,area_name,period,indicator,measure,units,value
E06000031,Peterborough,December 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.5
E06000005,Darlington,December 2020,Claimant count,Count,Persons,4460
E06000005,Darlington,December 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.8
E06000015,Derby,December 2020,Claimant count,Count,Persons,11950
E06000015,Derby,December 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.4
E08000002,Bury,December 2020,Claimant count,Count,Persons,7995
E08000002,Bury,December 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.8
E06000020,Telford and Wrekin,December 2020,Claimant count,Count,Persons,6715
E06000020,Telford and Wrekin,December 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6
E08000009,Trafford,December 2020,Claimant count,Count,Persons,7635
E08000009,Trafford,December 2020,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.3
E92000001,England,January 2021,Claimant count,Count,Persons,2189260
E92000001,England,January 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.2
E06000007,Warrington,January 2021,Claimant count,Count,Persons,6420
E06000007,Warrington,January 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.9
E06000030,Swindon,January 2021,Claimant count,Count,Persons,7775
E06000030,Swindon,January 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.5
E08000029,Solihull,January 2021,Claimant count,Count,Persons,7390
E08000029,Solihull,January 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.7
E06000042,Milton Keynes,January 2021,Claimant count,Count,Persons,9890
E06000042,Milton Keynes,January 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.9
E06000025,South Gloucestershire,January 2021,Claimant count,Count,Persons,6290
E06000025,South Gloucestershire,January 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E06000034,Thurrock,January 2021,Claimant count,Count,Persons,7410
E06000034,Thurrock,January 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.7
E08000007,Stockport,January 2021,Claimant count,Count,Persons,10220
E08000007,Stockport,January 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.7
E06000014,York,January 2021,Claimant count,Count,Persons,4595
E06000014,York,January 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000055,Bedford,January 2021,Claimant count,Count,Persons,6810
E06000055,Bedford,January 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.4
E06000050,Cheshire West and Chester,January 2021,Claimant count,Count,Persons,10280
E06000050,Cheshire West and Chester,January 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5
E06000031,Peterborough,January 2021,Claimant count,Count,Persons,9350
E06000031,Peterborough,January 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.5
E06000005,Darlington,January 2021,Claimant count,Count,Persons,4485
E06000005,Darlington,January 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.9
E06000015,Derby,January 2021,Claimant count,Count,Persons,11905
E06000015,Derby,January 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.4
E08000002,Bury,January 2021,Claimant count,Count,Persons,7985
E08000002,Bury,January 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.8
E06000020,Telford and Wrekin,January 2021,Claimant count,Count,Persons,6510
E06000020,Telford and Wrekin,January 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.8
E08000009,Trafford,January 2021,Claimant count,Count,Persons,7425
E08000009,Trafford,January 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.1
E92000001,England,February 2021,Claimant count,Count,Persons,2295430
E92000001,England,February 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.5
E06000007,Warrington,February 2021,Claimant count,Count,Persons,6790
E06000007,Warrington,February 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.2
E06000030,Swindon,February 2021,Claimant count,Count,Persons,8235
E06000030,Swindon,February 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.9
E08000029,Solihull,February 2021,Claimant count,Count,Persons,7650
E08000029,Solihull,February 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.9
E06000042,Milton Keynes,February 2021,Claimant count,Count,Persons,10540
E06000042,Milton Keynes,February 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.3
E06000025,South Gloucestershire,February 2021,Claimant count,Count,Persons,6665
E06000025,South Gloucestershire,February 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000034,Thurrock,February 2021,Claimant count,Count,Persons,7900
E06000034,Thurrock,February 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.2
E08000007,Stockport,February 2021,Claimant count,Count,Persons,10820
E08000007,Stockport,February 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.1
E06000014,York,February 2021,Claimant count,Count,Persons,4925
E06000014,York,February 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E06000055,Bedford,February 2021,Claimant count,Count,Persons,7320
E06000055,Bedford,February 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.9
E06000050,Cheshire West and Chester,February 2021,Claimant count,Count,Persons,10845
E06000050,Cheshire West and Chester,February 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.2
E06000031,Peterborough,February 2021,Claimant count,Count,Persons,9985
E06000031,Peterborough,February 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,8
E06000005,Darlington,February 2021,Claimant count,Count,Persons,4660
E06000005,Darlington,February 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.2
E06000015,Derby,February 2021,Claimant count,Count,Persons,12530
E06000015,Derby,February 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.8
E08000002,Bury,February 2021,Claimant count,Count,Persons,8235
E08000002,Bury,February 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7
E06000020,Telford and Wrekin,February 2021,Claimant count,Count,Persons,6680
E06000020,Telford and Wrekin,February 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6
E08000009,Trafford,February 2021,Claimant count,Count,Persons,7745
E08000009,Trafford,February 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.3
E92000001,England,March 2021,Claimant count,Count,Persons,2294110
E92000001,England,March 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.5
E06000007,Warrington,March 2021,Claimant count,Count,Persons,6840
E06000007,Warrington,March 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.3
E06000030,Swindon,March 2021,Claimant count,Count,Persons,8160
E06000030,Swindon,March 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.8
E08000029,Solihull,March 2021,Claimant count,Count,Persons,7580
E08000029,Solihull,March 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.9
E06000042,Milton Keynes,March 2021,Claimant count,Count,Persons,10840
E06000042,Milton Keynes,March 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.4
E06000025,South Gloucestershire,March 2021,Claimant count,Count,Persons,6685
E06000025,South Gloucestershire,March 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000034,Thurrock,March 2021,Claimant count,Count,Persons,7810
E06000034,Thurrock,March 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.1
E08000007,Stockport,March 2021,Claimant count,Count,Persons,10670
E08000007,Stockport,March 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6
E06000014,York,March 2021,Claimant count,Count,Persons,4880
E06000014,York,March 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E06000055,Bedford,March 2021,Claimant count,Count,Persons,7435
E06000055,Bedford,March 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7
E06000050,Cheshire West and Chester,March 2021,Claimant count,Count,Persons,10625
E06000050,Cheshire West and Chester,March 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.1
E06000031,Peterborough,March 2021,Claimant count,Count,Persons,10400
E06000031,Peterborough,March 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,8.4
E06000005,Darlington,March 2021,Claimant count,Count,Persons,4705
E06000005,Darlington,March 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.2
E06000015,Derby,March 2021,Claimant count,Count,Persons,12495
E06000015,Derby,March 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.8
E08000002,Bury,March 2021,Claimant count,Count,Persons,8245
E08000002,Bury,March 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.1
E06000020,Telford and Wrekin,March 2021,Claimant count,Count,Persons,6605
E06000020,Telford and Wrekin,March 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.9
E08000009,Trafford,March 2021,Claimant count,Count,Persons,7745
E08000009,Trafford,March 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.3
E92000001,England,April 2021,Claimant count,Count,Persons,2255825
E92000001,England,April 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.4
E06000007,Warrington,April 2021,Claimant count,Count,Persons,6670
E06000007,Warrington,April 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.1
E06000030,Swindon,April 2021,Claimant count,Count,Persons,7955
E06000030,Swindon,April 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.7
E08000029,Solihull,April 2021,Claimant count,Count,Persons,7360
E08000029,Solihull,April 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.7
E06000042,Milton Keynes,April 2021,Claimant count,Count,Persons,10855
E06000042,Milton Keynes,April 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.4
E06000025,South Gloucestershire,April 2021,Claimant count,Count,Persons,6440
E06000025,South Gloucestershire,April 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.6
E06000034,Thurrock,April 2021,Claimant count,Count,Persons,7730
E06000034,Thurrock,April 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7
E08000007,Stockport,April 2021,Claimant count,Count,Persons,10375
E08000007,Stockport,April 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.8
E06000014,York,April 2021,Claimant count,Count,Persons,4800
E06000014,York,April 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E06000055,Bedford,April 2021,Claimant count,Count,Persons,7305
E06000055,Bedford,April 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.9
E06000050,Cheshire West and Chester,April 2021,Claimant count,Count,Persons,10455
E06000050,Cheshire West and Chester,April 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.1
E06000031,Peterborough,April 2021,Claimant count,Count,Persons,10355
E06000031,Peterborough,April 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,8.3
E06000005,Darlington,April 2021,Claimant count,Count,Persons,4605
E06000005,Darlington,April 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.1
E06000015,Derby,April 2021,Claimant count,Count,Persons,12310
E06000015,Derby,April 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.7
E08000002,Bury,April 2021,Claimant count,Count,Persons,8050
E08000002,Bury,April 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.9
E06000020,Telford and Wrekin,April 2021,Claimant count,Count,Persons,6485
E06000020,Telford and Wrekin,April 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.8
E08000009,Trafford,April 2021,Claimant count,Count,Persons,7600
E08000009,Trafford,April 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.2
E92000001,England,May 2021,Claimant count,Count,Persons,2113170
E92000001,England,May 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6
E06000007,Warrington,May 2021,Claimant count,Count,Persons,6215
E06000007,Warrington,May 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.8
E06000030,Swindon,May 2021,Claimant count,Count,Persons,7365
E06000030,Swindon,May 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.3
E08000029,Solihull,May 2021,Claimant count,Count,Persons,6910
E08000029,Solihull,May 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.4
E06000042,Milton Keynes,May 2021,Claimant count,Count,Persons,10195
E06000042,Milton Keynes,May 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.1
E06000025,South Gloucestershire,May 2021,Claimant count,Count,Persons,5890
E06000025,South Gloucestershire,May 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000034,Thurrock,May 2021,Claimant count,Count,Persons,7295
E06000034,Thurrock,May 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.6
E08000007,Stockport,May 2021,Claimant count,Count,Persons,9765
E08000007,Stockport,May 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.5
E06000014,York,May 2021,Claimant count,Count,Persons,4385
E06000014,York,May 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E06000055,Bedford,May 2021,Claimant count,Count,Persons,6865
E06000055,Bedford,May 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.5
E06000050,Cheshire West and Chester,May 2021,Claimant count,Count,Persons,9560
E06000050,Cheshire West and Chester,May 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.6
E06000031,Peterborough,May 2021,Claimant count,Count,Persons,9940
E06000031,Peterborough,May 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,8
E06000005,Darlington,May 2021,Claimant count,Count,Persons,4410
E06000005,Darlington,May 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.8
E06000015,Derby,May 2021,Claimant count,Count,Persons,11760
E06000015,Derby,May 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.3
E08000002,Bury,May 2021,Claimant count,Count,Persons,7660
E08000002,Bury,May 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.5
E06000020,Telford and Wrekin,May 2021,Claimant count,Count,Persons,6130
E06000020,Telford and Wrekin,May 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.5
E08000009,Trafford,May 2021,Claimant count,Count,Persons,7080
E08000009,Trafford,May 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.9
E92000001,England,June 2021,Claimant count,Count,Persons,1961300
E92000001,England,June 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.6
E06000007,Warrington,June 2021,Claimant count,Count,Persons,5695
E06000007,Warrington,June 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.4
E06000030,Swindon,June 2021,Claimant count,Count,Persons,6845
E06000030,Swindon,June 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.9
E08000029,Solihull,June 2021,Claimant count,Count,Persons,6435
E08000029,Solihull,June 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5
E06000042,Milton Keynes,June 2021,Claimant count,Count,Persons,9520
E06000042,Milton Keynes,June 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.7
E06000025,South Gloucestershire,June 2021,Claimant count,Count,Persons,5330
E06000025,South Gloucestershire,June 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E06000034,Thurrock,June 2021,Claimant count,Count,Persons,6830
E06000034,Thurrock,June 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.2
E08000007,Stockport,June 2021,Claimant count,Count,Persons,9025
E08000007,Stockport,June 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.1
E06000014,York,June 2021,Claimant count,Count,Persons,3895
E06000014,York,June 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.8
E06000055,Bedford,June 2021,Claimant count,Count,Persons,6325
E06000055,Bedford,June 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.9
E06000050,Cheshire West and Chester,June 2021,Claimant count,Count,Persons,8805
E06000050,Cheshire West and Chester,June 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.3
E06000031,Peterborough,June 2021,Claimant count,Count,Persons,9280
E06000031,Peterborough,June 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.5
E06000005,Darlington,June 2021,Claimant count,Count,Persons,4125
E06000005,Darlington,June 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.3
E06000015,Derby,June 2021,Claimant count,Count,Persons,11205
E06000015,Derby,June 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7
E08000002,Bury,June 2021,Claimant count,Count,Persons,7185
E08000002,Bury,June 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.1
E06000020,Telford and Wrekin,June 2021,Claimant count,Count,Persons,5760
E06000020,Telford and Wrekin,June 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.1
E08000009,Trafford,June 2021,Claimant count,Count,Persons,6475
E08000009,Trafford,June 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E92000001,England,July 2021,Claimant count,Count,Persons,1915360
E92000001,England,July 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.4
E06000007,Warrington,July 2021,Claimant count,Count,Persons,5510
E06000007,Warrington,July 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.2
E06000030,Swindon,July 2021,Claimant count,Count,Persons,6805
E06000030,Swindon,July 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.9
E08000029,Solihull,July 2021,Claimant count,Count,Persons,6225
E08000029,Solihull,July 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.8
E06000042,Milton Keynes,July 2021,Claimant count,Count,Persons,9330
E06000042,Milton Keynes,July 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.5
E06000025,South Gloucestershire,July 2021,Claimant count,Count,Persons,5170
E06000025,South Gloucestershire,July 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.9
E06000034,Thurrock,July 2021,Claimant count,Count,Persons,6570
E06000034,Thurrock,July 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6
E08000007,Stockport,July 2021,Claimant count,Count,Persons,8745
E08000007,Stockport,July 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.9
E06000014,York,July 2021,Claimant count,Count,Persons,3765
E06000014,York,July 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.7
E06000055,Bedford,July 2021,Claimant count,Count,Persons,6245
E06000055,Bedford,July 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.9
E06000050,Cheshire West and Chester,July 2021,Claimant count,Count,Persons,8450
E06000050,Cheshire West and Chester,July 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.1
E06000031,Peterborough,July 2021,Claimant count,Count,Persons,9040
E06000031,Peterborough,July 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7.3
E06000005,Darlington,July 2021,Claimant count,Count,Persons,4060
E06000005,Darlington,July 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.2
E06000015,Derby,July 2021,Claimant count,Count,Persons,10855
E06000015,Derby,July 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.7
E08000002,Bury,July 2021,Claimant count,Count,Persons,7060
E08000002,Bury,July 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6
E06000020,Telford and Wrekin,July 2021,Claimant count,Count,Persons,5670
E06000020,Telford and Wrekin,July 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.1
E08000009,Trafford,July 2021,Claimant count,Count,Persons,6365
E08000009,Trafford,July 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.4
E92000001,England,August 2021,Claimant count,Count,Persons,1838805
E92000001,England,August 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.2
E06000007,Warrington,August 2021,Claimant count,Count,Persons,5380
E06000007,Warrington,August 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.1
E06000030,Swindon,August 2021,Claimant count,Count,Persons,6665
E06000030,Swindon,August 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.8
E08000029,Solihull,August 2021,Claimant count,Count,Persons,6060
E08000029,Solihull,August 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.7
E06000042,Milton Keynes,August 2021,Claimant count,Count,Persons,8995
E06000042,Milton Keynes,August 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.3
E06000025,South Gloucestershire,August 2021,Claimant count,Count,Persons,4875
E06000025,South Gloucestershire,August 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.7
E06000034,Thurrock,August 2021,Claimant count,Count,Persons,6260
E06000034,Thurrock,August 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.7
E08000007,Stockport,August 2021,Claimant count,Count,Persons,8445
E08000007,Stockport,August 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.7
E06000014,York,August 2021,Claimant count,Count,Persons,3570
E06000014,York,August 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.6
E06000055,Bedford,August 2021,Claimant count,Count,Persons,6045
E06000055,Bedford,August 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.7
E06000050,Cheshire West and Chester,August 2021,Claimant count,Count,Persons,8095
E06000050,Cheshire West and Chester,August 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.9
E06000031,Peterborough,August 2021,Claimant count,Count,Persons,8745
E06000031,Peterborough,August 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,7
E06000005,Darlington,August 2021,Claimant count,Count,Persons,3890
E06000005,Darlington,August 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6
E06000015,Derby,August 2021,Claimant count,Count,Persons,10365
E06000015,Derby,August 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.4
E08000002,Bury,August 2021,Claimant count,Count,Persons,6785
E08000002,Bury,August 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.8
E06000020,Telford and Wrekin,August 2021,Claimant count,Count,Persons,5435
E06000020,Telford and Wrekin,August 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.9
E08000009,Trafford,August 2021,Claimant count,Count,Persons,6105
E08000009,Trafford,August 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.2
E92000001,England,September 2021,Claimant count,Count,Persons,1745650
E92000001,England,September 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5
E06000007,Warrington,September 2021,Claimant count,Count,Persons,5090
E06000007,Warrington,September 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.9
E06000030,Swindon,September 2021,Claimant count,Count,Persons,6400
E06000030,Swindon,September 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.6
E08000029,Solihull,September 2021,Claimant count,Count,Persons,5790
E08000029,Solihull,September 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E06000042,Milton Keynes,September 2021,Claimant count,Count,Persons,8525
E06000042,Milton Keynes,September 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.1
E06000025,South Gloucestershire,September 2021,Claimant count,Count,Persons,4605
E06000025,South Gloucestershire,September 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.6
E06000034,Thurrock,September 2021,Claimant count,Count,Persons,5835
E06000034,Thurrock,September 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.3
E08000007,Stockport,September 2021,Claimant count,Count,Persons,8015
E08000007,Stockport,September 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E06000014,York,September 2021,Claimant count,Count,Persons,3295
E06000014,York,September 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E06000055,Bedford,September 2021,Claimant count,Count,Persons,5750
E06000055,Bedford,September 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.4
E06000050,Cheshire West and Chester,September 2021,Claimant count,Count,Persons,7575
E06000050,Cheshire West and Chester,September 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000031,Peterborough,September 2021,Claimant count,Count,Persons,8350
E06000031,Peterborough,September 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.7
E06000005,Darlington,September 2021,Claimant count,Count,Persons,3700
E06000005,Darlington,September 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.7
E06000015,Derby,September 2021,Claimant count,Count,Persons,9920
E06000015,Derby,September 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.2
E08000002,Bury,September 2021,Claimant count,Count,Persons,6460
E08000002,Bury,September 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.5
E06000020,Telford and Wrekin,September 2021,Claimant count,Count,Persons,5215
E06000020,Telford and Wrekin,September 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.7
E08000009,Trafford,September 2021,Claimant count,Count,Persons,5755
E08000009,Trafford,September 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4
E92000001,England,October 2021,Claimant count,Count,Persons,1682990
E92000001,England,October 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.8
E06000007,Warrington,October 2021,Claimant count,Count,Persons,4775
E06000007,Warrington,October 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000030,Swindon,October 2021,Claimant count,Count,Persons,6260
E06000030,Swindon,October 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E08000029,Solihull,October 2021,Claimant count,Count,Persons,5570
E08000029,Solihull,October 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.3
E06000042,Milton Keynes,October 2021,Claimant count,Count,Persons,8170
E06000042,Milton Keynes,October 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.9
E06000025,South Gloucestershire,October 2021,Claimant count,Count,Persons,4370
E06000025,South Gloucestershire,October 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E06000034,Thurrock,October 2021,Claimant count,Count,Persons,5520
E06000034,Thurrock,October 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5
E08000007,Stockport,October 2021,Claimant count,Count,Persons,7690
E08000007,Stockport,October 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.3
E06000014,York,October 2021,Claimant count,Count,Persons,3165
E06000014,York,October 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.3
E06000055,Bedford,October 2021,Claimant count,Count,Persons,5545
E06000055,Bedford,October 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.2
E06000050,Cheshire West and Chester,October 2021,Claimant count,Count,Persons,7315
E06000050,Cheshire West and Chester,October 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E06000031,Peterborough,October 2021,Claimant count,Count,Persons,8135
E06000031,Peterborough,October 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,6.6
E06000005,Darlington,October 2021,Claimant count,Count,Persons,3600
E06000005,Darlington,October 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.5
E06000015,Derby,October 2021,Claimant count,Count,Persons,9430
E06000015,Derby,October 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.9
E08000002,Bury,October 2021,Claimant count,Count,Persons,6240
E08000002,Bury,October 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.3
E06000020,Telford and Wrekin,October 2021,Claimant count,Count,Persons,5050
E06000020,Telford and Wrekin,October 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E08000009,Trafford,October 2021,Claimant count,Count,Persons,5440
E08000009,Trafford,October 2021,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E92000001,England,November 2021,Claimant count,Count,Persons,1617805
